farm_id,crop_age_months,farm_acreage,rainfall_mm,fertilizer_kg_per_acre,bagasse_tons,leaves_tons,press_mud_tons,sugarcane_variety_Co-86032,sugarcane_variety_Co-94012,sugarcane_variety_CoM-0265,soil_type_Clay,soil_type_Loam,soil_type_Sandy,irrigation_type_Flood,irrigation_type_Rainfed
F0013,0.7315611793617931,-0.9274353479505781,-0.07281477544423136,-0.672114402703671,27.44,9.54,4.29,False,True,False,False,False,False,False,False
F0014,-1.0185851827477599,-0.8506427357474311,0.5229664013022018,1.7258522571386623,18.34,7.52,2.86,False,True,False,True,False,False,False,False
F0015,0.0315026345179719,-1.6624503504664137,-0.43491499594029637,0.7051291778982391,6.33,2.8,1.17,False,False,False,False,False,False,False,True
F0016,-0.3185266379039387,0.8591682828981477,0.43823073923844164,-0.3644323261862227,58.94,22.74,10.61,True,False,False,True,False,False,False,False
F0017,-1.3686144551696706,-1.397594198173927,1.7287390832156977,0.8418767674615493,8.44,3.2,1.11,False,False,False,False,False,False,False,True
F0018,0.7315611793617931,-0.16264361825393062,-0.800699375656525,1.4499151567698396,46.59,16.42,5.31,False,True,False,False,False,False,False,False
F0019,0.0315026345179719,-1.0559454336782934,-0.13544548218700997,1.5988723525441595,20.04,8.35,2.7,True,False,False,False,True,False,False,False
F0020,-1.3686144551696706,1.5550033812287043,-0.5343872948847102,-1.4803903338725228,55.14,16.92,6.52,False,True,False,True,False,False,False,True
F0021,-0.3185266379039387,-0.026297551689159274,1.6540032818923818,-0.33024542879539565,38.72,17.18,6.01,False,False,False,False,True,False,False,False
F0022,-1.7186437275915811,0.30438083963459606,-0.4796512150422812,-1.3143396894027886,32.51,12.15,5.55,False,False,False,True,False,False,False,True
F0023,1.4316197242056143,0.8011820247039351,-0.7938573656762218,-0.5304829706559568,73.78,25.05,8.56,False,True,False,False,True,False,False,False
F0024,0.0315026345179719,-1.291024858789968,-0.63175435998903,-1.0970086988468135,15.78,5.96,1.55,False,False,True,False,False,True,False,False
F0025,1.0815904517837036,0.45953326020830126,-0.1654450644083412,0.5341946909441014,64.71,24.09,7.79,False,False,True,False,False,False,True,False
F0026,-1.7186437275915811,0.2166178542595711,-0.8580669977990708,-0.349780798733011,32.57,11.67,4.82,False,False,False,True,False,False,True,False
F0027,1.4316197242056143,-1.05124384517606,-0.4107048067792227,-0.8943292357440502,26.71,10.68,3.97,False,False,False,True,False,False,False,True
F0028,-1.0185851827477599,1.7320965481461656,0.14244538470531895,-0.7697912523917496,70.47,18.58,6.51,False,False,True,False,False,False,True,False
F0029,0.3815319069398825,0.4375925138645449,-0.14439272600740716,-0.4474576484210897,58.84,20.68,10.32,False,False,True,True,False,False,False,True
F0030,-0.6685559103258493,0.7980476323691128,0.8524354972768189,-0.7893266223293653,48.25,22.13,8.7,False,True,False,True,False,False,True,False
F0031,1.0815904517837036,1.497017123034491,-0.359126577696934,-0.12756596569263198,102.02,31.29,9.06,False,True,False,False,True,False,False,False
F0032,-1.0185851827477599,0.533191480076626,-0.23807563189156333,-1.5682994985917935,40.96,15.94,6.6,False,False,True,True,False,False,False,True
F0033,-0.3185266379039387,-0.7017590998433707,0.2624437135906433,-0.7209528275477103,24.93,8.79,4.3,False,True,False,False,False,True,False,True
F0034,-1.0185851827477599,-1.4179677483502724,-0.13544548218700997,-0.03721487973115941,8.31,3.32,1.21,False,True,False,False,False,False,False,False
F0035,0.3815319069398825,-0.0968213792226615,-0.8517512962787903,0.3827955739275796,45.19,16.39,4.47,True,False,False,False,False,False,False,True
F0036,-0.3185266379039387,-0.993257586981847,2.001893173967817,-0.7526978036963358,20.14,7.33,2.02,False,True,False,True,False,False,False,True
F0037,1.0815904517837036,-0.2472722112941333,-1.2685875966172844,-1.223988603441316,45.24,14.68,4.86,False,False,False,False,False,False,True,False
F0038,0.3815319069398825,1.5079874962063693,0.21823380294868133,-1.4169003815752714,91.05,32.18,14.3,False,True,False,False,False,True,False,True
F0039,-1.3686144551696706,-0.5951897604594116,-0.380178916097868,1.5378243214891103,19.12,6.22,3.77,False,True,False,True,False,False,False,False
F0040,-0.6685559103258493,-1.3552799016538257,-0.8812245700400981,-0.25454587028713405,11.04,3.49,1.21,False,False,True,True,False,False,True,False
F0041,1.0815904517837036,-0.47451565556875186,0.712963755370631,0.3095379366615206,38.93,11.48,4.72,False,False,False,False,False,False,True,False
F0042,-1.3686144551696706,1.5957504815813948,0.6087546802860078,1.4645666842230514,49.06,16.36,5.97,False,True,False,False,False,True,False,False
F0043,1.4316197242056143,-0.7910892813858069,-0.5291242102844766,-1.394923090395454,33.98,12.12,3.8,False,True,False,True,False,False,False,False
F0044,1.0815904517837036,0.620954465451651,-2.2269953023198052,1.3180514096909333,73.88,26.53,12.16,True,False,False,False,False,False,True,False
F0045,1.4316197242056143,-1.8129011825378853,-0.46491457816162757,0.20697724448903745,4.59,1.86,0.57,False,True,False,False,False,True,False,True
F0046,-0.3185266379039387,-0.4886204210754523,0.12349828014447821,-1.1141021475422275,27.68,9.02,3.72,False,True,False,False,False,False,True,False
F0047,-1.3686144551696706,-0.6688479803277361,-0.020710237901919757,-0.2716393189825483,19.33,8.26,2.29,True,False,False,False,True,False,False,False
F0048,-0.6685559103258493,-1.195425892577887,0.7729629198132933,0.9810662782670619,12.71,5.78,2.19,False,False,True,True,False,False,True,False
F0049,0.3815319069398825,0.19467710791581475,2.0124193431682844,-0.03477295848895689,56.35,17.8,6.67,False,True,False,False,True,False,False,False
F0050,0.7315611793617931,0.009747960161297545,0.41296793315732105,1.6892234385056328,45.31,21.59,8.27,True,False,False,False,False,True,True,False
F0051,-1.0185851827477599,0.7902116515320569,0.5750709388445129,-0.39129345985044484,48.13,20.49,5.31,False,False,False,False,True,False,False,True
F0052,-1.7186437275915811,-0.8004924583902739,0.13297183242489888,0.8833894285789832,17.87,4.99,2.67,False,False,True,False,True,False,True,False
F0053,-0.6685559103258493,-0.8960914246023548,1.2113778670127442,-0.3351292712797993,20.31,6.85,3.03,False,False,False,False,False,True,True,False
F0054,-1.3686144551696706,-1.1813211270711865,0.5366504212628085,1.1568846077056034,13.38,5.15,1.26,False,False,False,False,False,False,False,False
F0055,0.7315611793617931,-0.9916903908144358,0.765594601372966,0.26802527554408667,23.35,9.85,3.32,True,False,False,False,True,False,False,False
F0056,-0.6685559103258493,0.2840072894582511,1.8813685366224695,-1.4608549639349067,44.95,12.19,7.37,False,True,False,False,False,False,False,False
F0057,-1.3686144551696706,-0.29585529248387943,0.21612856910858805,-1.5512060498963796,25.86,10.35,4.63,True,False,False,False,True,False,True,False
F0058,0.0315026345179719,-1.569985776589155,-0.30807465707466936,-1.2215466821991139,9.36,3.64,1.22,True,False,False,False,False,False,False,True
F0059,0.0315026345179719,-0.8600459127518981,0.4471779830588389,-1.6317894508890445,21.89,9.79,3.41,True,False,False,False,False,True,False,False
F0060,1.4316197242056143,-0.8851210514304767,1.17295734943104,-1.4193423028174734,28.65,12.76,5.65,True,False,False,False,True,False,False,False
F0061,-0.6685559103258493,0.8043164170387573,0.5050719136614075,0.6855938079606239,47.18,21.31,7.73,False,False,True,False,False,True,True,False
F0062,0.0315026345179719,0.8638698714003814,1.0934847719675131,0.14837113467619076,65.65,19.46,6.07,False,True,False,False,True,False,False,False
F0063,-1.3686144551696706,-1.2581137392743333,-0.727016191253256,0.885831349821185,11.86,3.47,1.96,False,False,False,False,False,True,False,True
F0064,1.4316197242056143,1.9389664422444393,-0.9364869583425499,1.442589393043234,120.16,43.01,13.24,False,False,False,False,False,True,False,True
F0065,-1.3686144551696706,-0.811462831562152,-0.5964916931674653,0.3217475428725304,15.68,7.51,2.63,False,True,False,False,True,False,False,False
F0066,1.4316197242056143,1.8590394377064703,-1.357007417901207,0.8052479488285198,120.97,36.63,12.11,False,False,False,False,True,False,False,False
F0067,-0.6685559103258493,-0.26921295763788966,0.09349869792314758,0.9102505622432047,30.69,11.89,3.09,False,True,False,False,True,False,True,False
F0068,0.7315611793617931,-1.6906598814798146,-0.47544074736209463,-0.3864096173660405,6.98,2.78,0.88,False,False,False,True,False,False,False,True
F0069,0.3815319069398825,-0.5168299520888535,1.2719033399154296,-0.8528165746266168,31.22,12.19,5.78,True,False,False,False,False,False,False,True
F0070,1.0815904517837036,0.5708041880944937,-1.3817439155223046,-0.977354557978917,73.31,27.18,8.29,False,False,False,True,False,False,False,False
F0071,0.7315611793617931,0.7463301588445441,1.6140038389306075,-0.818629677235789,63.85,29.26,7.93,False,True,False,True,False,False,True,False
F0072,-0.3185266379039387,0.18213953857652543,-1.0554326703078272,-0.7380462762431241,44.67,16.65,5.0,False,True,False,False,False,True,False,True
F0073,-1.3686144551696706,-0.12973249873829606,-1.3259552187598294,-0.9700287942523111,30.6,10.31,4.01,False,True,False,False,True,False,False,True
F0074,-0.3185266379039387,0.265200935449317,-0.8906981223205181,1.3253771734175395,40.97,15.97,8.46,False,True,False,False,False,False,True,False
F0075,0.7315611793617931,0.4140845713533777,2.0313664477291242,0.9102505622432047,61.42,22.62,8.33,False,True,False,False,False,True,True,False
F0076,1.4316197242056143,-1.5104323222275309,-0.06492014854388109,-1.5170191525055523,12.44,4.49,1.95,False,False,True,True,False,False,False,True
F0077,1.0815904517837036,-0.42436537821159487,0.5345451874227158,-0.760023567422942,40.46,14.42,7.35,False,False,True,False,True,False,False,True
F0078,1.0815904517837036,-0.9039274054394107,-0.21649698503060585,-1.6024863959826212,28.87,10.59,4.18,False,False,False,False,False,True,True,False
F0079,-1.7186437275915811,1.2070858320634263,-0.11755099454621616,0.023833151323889804,41.7,12.62,4.8,False,True,False,False,True,False,False,True
F0080,1.0815904517837036,-0.04510390569809339,-0.5554396332856442,-0.049424485942169256,54.39,16.62,6.39,False,False,False,False,False,True,False,False
F0081,0.3815319069398825,1.8841145763850489,-0.13544548218700997,-0.03721487973115941,91.37,33.62,11.28,False,True,False,False,False,False,False,False
F0082,1.0815904517837036,-0.31466164649281325,-0.13544548218700997,-0.03721487973115941,46.05,15.72,5.91,False,True,False,False,False,False,True,False
F0083,0.7315611793617931,1.2556689132531722,1.7440020285563753,1.1129300253459684,87.24,27.45,11.02,False,False,True,False,False,False,True,False
F0084,-1.7186437275915811,1.188279478054492,-1.9959458883695544,1.6306173286927854,43.63,17.01,7.26,False,False,True,True,False,False,True,False
F0085,0.7315611793617931,-1.2471433661024554,-0.13544548218700997,-0.03721487973115941,18.88,7.2,2.34,True,False,False,False,False,False,False,False
F0086,0.7315611793617931,0.09751094553632249,0.5329662620426447,1.0299047031111013,53.65,16.23,7.27,False,False,True,False,True,False,False,True
F0087,-1.0185851827477599,0.8027492208713459,-0.4101784983191992,0.3388409915679439,45.77,19.75,7.19,True,False,False,False,False,True,False,False
F0088,-1.7186437275915811,1.4139557261617,-0.5991232354675821,-0.03721487973115941,44.21,16.53,5.95,True,False,False,True,False,False,False,True
F0089,0.7315611793617931,-0.5889209757897669,1.07559028432672,-0.23989434283392239,38.8,14.01,6.07,True,False,False,False,False,False,False,False
F0090,-1.0185851827477599,-0.9854216061447911,0.21823380294868133,1.0054854906890816,17.22,6.22,2.5,True,False,False,True,False,False,False,True
F0091,-1.0185851827477599,0.8607354790655591,-1.6375298270936527,0.5073335572798798,45.11,21.06,5.85,True,False,False,False,False,False,False,False
F0092,-1.7186437275915811,1.2305937745745936,0.35928447023493965,1.0738592854707363,43.56,17.38,7.0,False,False,False,True,False,False,True,False
F0093,-0.3185266379039387,-0.502725186582153,1.1819045932514372,1.4084024956524064,28.71,11.75,4.29,False,False,True,False,False,False,False,False
F0094,1.4316197242056143,-1.4524460640333177,-0.13544548218700997,-0.03721487973115941,16.63,6.05,2.16,True,False,False,False,False,False,False,True
F0095,0.3815319069398825,1.7226933711416987,-0.6828062806112947,1.674571911052421,77.16,26.72,12.22,False,True,False,False,True,False,False,False
F0096,1.4316197242056143,-0.31936323499504693,-1.435427378444686,0.3998890226229931,44.5,14.97,6.71,False,False,True,False,False,False,False,False
F0097,1.0815904517837036,0.1335564573867793,-0.3659685876772379,0.49756587231107186,55.37,22.51,9.48,False,False,True,False,True,False,False,False
F0098,0.3815319069398825,1.3371631139585525,3.398189518409766,0.2191868507000473,78.57,28.25,8.15,True,False,False,False,False,False,True,False
F0099,1.0815904517837036,0.72752380483561,-1.6491086132141666,-1.368061956731232,79.92,29.33,9.19,False,False,False,False,False,True,False,False
F0100,0.7315611793617931,0.9516328567754063,-0.9096452268813588,0.8052479488285198,66.91,22.18,7.52,True,False,False,False,False,True,True,False
